route_id,route_short_name,direction_id,stop_sequence,stop_id,stop_lat,stop_lon,dist_traveled,stop_point
60-155-b12-1,155,1,1,8350DB004168,53.20443166,-6.101017799,0.0,POINT (726859.9999575212 718795.0004620658)
60-155-b12-1,155,1,2,8350DB004170,53.20348377,-6.106972992,456.89048246507105,POINT (726464.9999696126 718678.9999929654)
60-155-b12-1,155,1,3,8350DB004153,53.20489065,-6.109530865,783.497648772901,POINT (726289.9999718379 718831.0005027852)
60-155-b12-1,155,1,4,8350DB004154,53.20663408,-6.112343592,1075.54604895746,POINT (726096.9999774466 719020.0002114496)
60-155-b12-1,155,1,5,8350DB004416,53.20834387,-6.114738805,1325.56532819735,POINT (725932.0000055634 719205.9999763836)
60-155-b12-1,155,1,6,8350DB004201,53.21112535,-6.117835856,1698.3913901009803,POINT (725716.9999647716 719510.000472474)
60-155-b12-1,155,1,7,8250DB004202,53.21600035,-6.11974851,2270.53549744708,POINT (725574.9999833994 720049.0004545961)
60-155-b12-1,155,1,8,8250DB004203,53.2197606,-6.120512294,2696.7818315263503,POINT (725512.9999563022 720466.0004071324)
60-155-b12-1,155,1,9,8250DB005090,53.22170381,-6.121760115,2932.77694739547,POINT (725424.0000154878 720680.0001266474)
60-155-b12-1,155,1,10,8250DB004204,53.22332409,-6.12362126,3152.80988275337,POINT (725295.0000091402 720856.9995968073)
60-155-b12-1,155,1,11,8250DB004205,53.22453947,-6.124886148,3311.80001391271,POINT (725207.0000071058 720989.9996353386)
60-155-b12-1,155,1,12,8250DB004206,53.22750292,-6.124711709,3646.8575307764704,POINT (725210.0000144346 721319.9996740643)
60-155-b12-1,155,1,13,8250DB003140,53.22974308,-6.12426927,3949.03236905061,POINT (725232.9999597888 721570.0004922154)
60-155-b12-1,155,1,14,8250DB003141,53.23455658,-6.1251374389999995,4523.23332641374,POINT (725161.0000026316 722104.0003583286)
60-155-b12-1,155,1,15,8250DB003142,53.238065399999996,-6.12763594,4955.18435486072,POINT (724984.0000082054 722489.9996658821)
60-155-b12-1,155,1,16,8250DB003143,53.24269051,-6.130820383,5571.04237553094,POINT (724757.9999842313 722998.9999060025)
60-155-b12-1,155,1,17,8250DB003144,53.24569052,-6.135275018,6023.63704108657,POINT (724452.0000117931 723324.9995433998)
60-155-b12-1,155,1,18,8250DB003145,53.24792099,-6.13823511,6341.523105524239,POINT (724247.9999883805 723568.000103282)
60-155-b12-1,155,1,19,8250DB003146,53.25084385,-6.14179493,6743.78309225946,POINT (724001.9999786506 723887.0001308993)
60-155-b12-1,155,1,20,8250DB003147,53.25526992,-6.145500025,7293.5921176811,POINT (723742.0000209326 724372.9998892971)
60-155-b12-1,155,1,21,8250DB003148,53.25873662,-6.146474241,7685.815189084259,POINT (723666.9999839321 724757.0001035004)
60-155-b12-1,155,1,22,8250DB005127,53.2620156,-6.150409882999999,8152.4176908114905,POINT (723394.9999763983 725115.0003366889)
60-155-b12-1,155,1,23,8250DB005128,53.2655267,-6.157739276,8778.240585082609,POINT (722896.0000025225 725492.9995031819)
60-155-b12-1,155,1,24,8250DB002996,53.27076364,-6.167439907,9653.341685223391,POINT (722233.9999986595 726059.0003834608)
60-155-b12-1,155,1,25,8250DB003258,53.27254116,-6.171982112,10015.6701040179,POINT (721925.9999850633 726249.0000786532)
60-155-b12-1,155,1,26,8250DB002060,53.27395494,-6.1750856789999995,10280.4322144544,POINT (721715.0000028103 726401.000479288)
60-155-b12-1,155,1,27,8250DB002061,53.2757586,-6.18018225,10676.551084483499,POINT (721370.0000011892 726592.9997927502)
60-155-b12-1,155,1,28,8250DB002062,53.27902411,-6.186851925,11255.317247568799,POINT (720916.0000177732 726944.9998888867)
60-155-b12-1,155,1,29,8250DB002063,53.28029401,-6.189977519,11506.9768411331,POINT (720704.0000116677 727080.9995723809)
60-155-b12-1,155,1,30,8250DB002064,53.28272564,-6.193849161,11886.0389749147,POINT (720439.0000134853 727345.0000941717)
60-155-b12-1,155,1,31,8250DB002065,53.28479921,-6.19485659,12125.2082096446,POINT (720366.0000438138 727573.9994582464)
60-155-b12-1,155,1,32,8250DB004727,53.29081171,-6.19778321,12865.8625517075,POINT (720153.9999897671 728238.0003576132)
60-155-b12-1,155,1,33,8250DB004728,53.29333789,-6.201982289,13262.687416841101,POINT (719867.0000054829 728512.0004640049)
60-155-b12-1,155,1,34,8250DB000461,53.294799499999996,-6.203541111,13452.987361935,POINT (719759.0000251086 728671.9996330455)
60-155-b12-1,155,1,35,8250DB002068,53.29809576,-6.204573002999999,13825.8009199357,POINT (719680.9999669598 729037.0000335184)
60-155-b12-1,155,1,36,8250DB002069,53.29977469,-6.205642853,14025.9933273842,POINT (719604.9999772608 729221.9999827339)
60-155-b12-1,155,1,37,8250DB002070,53.30306607,-6.208145702,14435.667987198898,POINT (719428.9999905472 729583.9999514236)
60-155-b12-1,155,1,38,8250DB002084,53.30552676,-6.21159902,14793.2669245575,POINT (719192.0000209439 729852.0003473603)
60-155-b12-1,155,1,39,8250DB000768,53.30941819,-6.21877483,15443.466699826799,POINT (718702.9999973541 730272.9995538756)
60-155-b12-1,155,1,40,8220DB000769,53.31190109,-6.221327857,15771.5101546898,POINT (718526.0000142819 730544.9997423267)
60-155-b12-1,155,1,41,8220DB000770,53.31463619,-6.225731811,16215.428575976599,POINT (718225.0000138957 730842.0002717022)
60-155-b12-1,155,1,42,8220DB000771,53.31588007,-6.227781522000001,16406.6265975417,POINT (718085.0000264273 730977.0000848204)
60-155-b12-1,155,1,43,8220DB000772,53.31848526,-6.231321063999999,16780.874949564,POINT (717841.999966402 731261.0002823336)
60-155-b12-1,155,1,44,8220DB000773,53.31991635,-6.233273318999999,16984.5575250093,POINT (717708.0000165188 731417.0001696399)
60-155-b12-1,155,1,45,8220DB000774,53.32161212,-6.235499996000001,17226.88787804,POINT (717555.0000377554 731601.9996041411)
60-155-b12-1,155,1,46,8220DB000775,53.32348971,-6.239085447000001,17551.4432914855,POINT (717311.0000138622 731805.0000219219)
60-155-b12-1,155,1,47,8220DB000776,53.32547924,-6.241735821,17834.8315141359,POINT (717129.0000048209 732021.9999685279)
60-155-b12-1,155,1,48,8220DB000777,53.32697216,-6.243626143999999,18043.5322568274,POINT (716998.999976903 732184.999987009)
60-155-b12-1,155,1,49,8220DB000906,53.32881077,-6.247634377000001,18385.039604275302,POINT (716727.0000073508 732383.00044829)
60-155-b12-1,155,1,50,8220DB000907,53.32971936,-6.250750109,18618.9794304826,POINT (716516.9999705571 732479.0001262915)
60-155-b12-1,155,1,51,8220DB000908,53.33115429,-6.252373034,18813.1768473337,POINT (716405.0000023928 732636.0004968675)
60-155-b12-1,155,1,52,8220DB000909,53.33314766,-6.254078364,19066.9631107588,POINT (716285.9999901428 732855.000008619)
60-155-b12-1,155,1,53,8220DB000786,53.33514671,-6.256174036,19329.9889990736,POINT (716140.9999979734 733073.9994623108)
60-155-b12-1,155,1,54,8220DB000792,53.34044899,-6.258585807999999,20087.3080415158,POINT (715966.0000250285 733660.0002062395)
60-155-b12-1,155,1,55,8220DB000319,53.34596901,-6.259292057000001,20817.3944007212,POINT (715904.0000318096 734272.9997392591)
60-155-b12-1,155,1,56,8220DB000281,53.35090995,-6.260968421,21354.3445888206,POINT (715778.9999965819 734819.9994605694)
